Record Length,10000,Points,-16.7999994E-3,79.999998212E-3,,Record Length,10000,Points,-16.7999994E-3,59.999998484E-6,,Record Length,10000,Points,-16.7999994E-3,0.0,,Record Length,10000,Points,-2.0000001E-3,-512.000024319E-3,
Sample Interval,3.99999999E-6,s,-16.7960003E-3,0.0,,Sample Interval,3.99999999E-6,s,-16.7960003E-3,-19.9999995E-6,,Sample Interval,3.99999999E-6,s,-16.7960003E-3,0.0,,Sample Interval,400.00000467E-9,s,-1.9996001E-3,-512.000024319E-3,
Trigger Point,4.20000006E3,Samples,-16.7919993E-3,0.0,,Trigger Point,4.20000006E3,Samples,-16.7919993E-3,-99.999997474E-6,,Trigger Point,4.20000006E3,Samples,-16.7919993E-3,0.0,,Trigger Point,5.00000042E3,Samples,-1.9992001E-3,-512.000024319E-3,
,,,-16.7880002E-3,79.999998212E-3,,,,,-16.7880002E-3,59.999998484E-6,,,,,-16.7880002E-3,0.0,,,,,-1.9988001E-3,-512.000024319E-3,
,,,-16.7839993E-3,0.0,,,,,-16.7839993E-3,19.9999995E-6,,,,,-16.7839993E-3,0.0,,,,,-1.9984001E-3,-512.000024319E-3,
,,,-16.7800002E-3,0.0,,,,,-16.7800002E-3,-99.999997474E-6,,,,,-16.7800002E-3,-7.999999980E-6,,,,,-1.9980001E-3,-512.000024319E-3,
Source,CH1,,-16.7759992E-3,0.0,,Source,CH2,,-16.7759992E-3,139.9999892E-6,,Source,MATH,,-16.7759992E-3,0.0,,Source,REF1,,-1.9976001E-3,-512.000024319E-3,
Vertical Units,V,,-16.7720001E-3,0.0,,Vertical Units,V,,-16.7720001E-3,-139.9999892E-6,,Vertical Units,VV,,-16.7720001E-3,0.0,,Vertical Units,V,,-1.9972001E-3,-512.000024319E-3,
Vertical Scale,2.0000000,,-16.7679992E-3,-79.999998212E-3,,Vertical Scale,999.999974738E-6,,-16.7679992E-3,-180.00000273E-6,,Vertical Scale,199.99999950E-6,,-16.7679992E-3,-7.999999980E-6,,Vertical Scale,100.0000047E-3,,-1.9968001E-3,-512.000024319E-3,
Vertical Offset,0,,-16.7640001E-3,79.999998212E-3,,Vertical Offset,0,,-16.7640001E-3,-139.9999892E-6,,Vertical Offset,0,,-16.7640001E-3,0.0,,Vertical Offset,0,,-1.9964001E-3,-512.000024319E-3,
Horizontal Units,s,,-16.7599991E-3,0.0,,Horizontal Units,s,,-16.7599991E-3,-139.9999892E-6,,Horizontal Units,s,,-16.7599991E-3,0.0,,Horizontal Units,s,,-1.9960001E-3,-512.000024319E-3,
